Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
The Left Bank," American, Vegetarian Friendly, Vegan Options",4.5,676,Check The Website for a Menu,Medium,True,True
Quince," French, Vegetarian Friendly, Vegan Options",4.5,545,Check The Website for a Menu,Pricey,True,True
Terra Mediterranean," Mediterranean, Middle Eastern, Greek",4.0,150,Check The Website for a Menu,Medium,False,False
Redmond's Bar & Grill," American, Bar, Pub",4.0,65,http://redmondsgrill.com/#menu-section,Medium,False,False
Ripe Eatery & Market," American, Gastropub, Vegetarian Friendly",4.5,172,Check The Website for a Menu,Medium,False,True
The Depot Cafe," American, Cafe, Diner",4.5,100,Check The Website for a Menu,Cheap,False,False
Highland Park Diner," American, Diner, Vegetarian Friendly",4.0,216,Check The Website for a Menu,Cheap,False,True
Nomad Pizza," Italian, Pizza, Vegetarian Friendly",4.0,88,http://www.nomadpizzaco.com/menu.html,Medium,False,True
Dolsot House KTown BBQ Korean Restaurant," Asian, Korean, Barbecue",4.5,98,Check The Website for a Menu,Medium,False,False
Anthony's Homeport Olympia," Seafood, American, Vegetarian Friendly",4.0,397,Check The Website for a Menu,Medium,False,True
Tatsu Ramen," Japanese, Asian, Soups",4.5,159,http://www.tatsuramen.com/#module-menu,Medium,False,False
Havana Central," Caribbean, Latin, Cuban",4.0,138,https://havanacentral.com/menu/,Medium,False,False
Carlos & Mickey's," Mexican, Southwestern, Latin",4.0,970,http://www.carlosandmickeys.com/menu.htm,Medium,False,False
El Azteca Mexican Deli," Mexican, Latin, Spanish",4.5,38,Check The Website for a Menu,Cheap,False,False
Daniella's Steakhouse," American, Steakhouse, Vegetarian Friendly",4.5,308,Check The Website for a Menu,Medium,False,True
The Luggage Room Pizzeria," Italian, Pizza, Vegetarian Friendly",4.5,240,Check The Website for a Menu,Medium,False,True
Country Kettle Chowda," Fast Food, Soups, American",4.5,109,Check The Website for a Menu,Medium,False,False
Old Vine Kitchen & Bar," American, Cafe, International",4.5,202,https://oldvinekitchenbar.com/breakfast-menu/,Medium,False,False
Wilma & Frieda's Cafe," American, Cafe, International",4.5,732,https://www.wilmafrieda.com/menu/pd/breakfast,Medium,False,False
Todo Mexico, Mexican,4.0,62,Check The Website for a Menu,Medium,False,False
Vetro by Russo's on the Bay," Italian, Vegetarian Friendly, Vegan Options",4.5,138,Check The Website for a Menu,Pricey,True,True
Maggies Town Tavern," American, Bar, Pub",4.0,34,http://www.maggiestowntavern.com/menu/private-parties/,Medium,False,False
Eatzi's Market & Bakery," American, Vegetarian Friendly, Vegan Options",4.5,453,Check The Website for a Menu,Medium,True,True
Palio's Pizza Cafe of Frisco," Italian, Pizza, Vegetarian Friendly",4.5,58,Check The Website for a Menu,Medium,False,True
Jeng Chi Restaurant," Chinese, Asian, Vegan Options",4.0,126,Check The Website for a Menu,Medium,True,False
Applebee's," American, Bar",3.5,130,Check The Website for a Menu,Medium,False,False
Republic of the Rio Grande," Southwestern, Latin, Vegetarian Friendly",4.0,254,Check The Website for a Menu,Medium,False,True
Community Food & Juice," American, Healthy, Vegetarian Friendly",4.0,281,Check The Website for a Menu,Medium,False,True
R+D Kitchen," American, Vegetarian Friendly, Vegan Options",4.5,205,Check The Website for a Menu,Medium,True,True
Romano's Macaroni Grill," Italian, Vegetarian Friendly",4.5,62,http://www.macaronigrill.com/menus/menu/dine-in/main,Medium,False,True
BJ's Restaurant & Brewhouse," American, Bar, Vegetarian Friendly",4.0,156,Check The Website for a Menu,Medium,False,True
Le Chat Noir," French, European, Vegetarian Friendly",4.5,69,Check The Website for a Menu,Pricey,False,True
Buon Gusto," Italian, Vegetarian Friendly",4.5,113,https://www.buongustohb.com/menu/,Medium,False,True
Gyu-Kaku - White Plains," Japanese, Barbecue, Asian",4.0,65,Check The Website for a Menu,Medium,False,False
Rock Burger," American, Bar, Pub",5.0,37,Check The Website for a Menu,Cheap,False,False
Sitar Cuisine of India," Indian, Vegetarian Friendly, Vegan Options",4.0,108,Check The Website for a Menu,Medium,True,True
Russell's," American, Vegetarian Friendly, Vegan Options",4.5,411,Check The Website for a Menu,Medium,True,True
Casa Martin," Mexican, Latin, Vegetarian Friendly",4.5,371,https://www.casamartinsm.com/menu/,Medium,False,True
Beacon 70," American, Bar, Vegetarian Friendly",4.0,87,http://beacon70.com/menus/,Medium,False,True
Gordon's on Blueberry Hill," American, Seafood, International",4.5,282,http://gordonsonblueberryhill.com/#menu-section,Pricey,False,False
EastWind," Singaporean, Chinese, Asian",4.5,359,https://resortsac.com/wp-content/uploads/2019/02/eastwind-menu-02-19.pdf,Medium,False,False
Alexa's Cafe and Catering," American, Cafe, Vegetarian Friendly",4.5,141,Check The Website for a Menu,Medium,False,True
Noodles of the World," Asian, Chinese, Vegetarian Friendly",4.0,227,Check The Website for a Menu,Medium,False,True
Emilia's Old House," Mexican, Latin, Spanish",4.5,23,Check The Website for a Menu,Medium,False,False
Blaze Pizza," Pizza, Fast Food, Vegetarian Friendly",4.5,32,http://www.blazepizza.com/menu/,Cheap,False,True
Captain Jack's Restaurant," American, Seafood",4.5,439,http://captainjackssunsetbeach.com/,Pricey,False,False
Casa De Oro, Mexican,4.0,45,Check The Website for a Menu,Medium,False,False
Riva Cucina," Italian, Vegetarian Friendly, Gluten Free Options",4.5,113,Check The Website for a Menu,Medium,False,True
CAFE seventy two," American, Vegetarian Friendly, Vegan Options",4.5,167,Check The Website for a Menu,Medium,True,True
O Lavrador Restaurant," Seafood, European, Portuguese",4.5,92,Check The Website for a Menu,Medium,False,False
Samba," Brazilian, Latin, Vegetarian Friendly",4.5,123,Check The Website for a Menu,Medium,False,True
Teresa's Osaka," Japanese, Sushi, Asian",4.5,57,Check The Website for a Menu,Medium,False,False
Dockside Bistro & Wine Bar," American, Seafood, Vegetarian Friendly",4.5,275,Check The Website for a Menu,Pricey,False,True
Lacey's Bridge Tavern," Bar, American, Pub",4.5,64,Check The Website for a Menu,Medium,False,False
701 Mosaic," American, Mediterranean, Caribbean",4.5,218,Check The Website for a Menu,Medium,False,False
Anchos Southwest Grill & Bar," Mexican, Southwestern, Vegetarian Friendly",4.5,515,Check The Website for a Menu,Medium,False,True
Yen Du Restaurant," Chinese, Asian",5.0,15,http://www.yendurestaurant.com/menu,Medium,False,False
Triple J Chophouse & Brew," American, Steakhouse, Bar",4.0,643,Check The Website for a Menu,Medium,False,False
Crew," American, Gluten Free Options, Vegetarian Friendly",4.5,298,Check The Website for a Menu,Medium,False,True
Mama Roomba," Caribbean, Spanish, Cuban",4.0,134,Check The Website for a Menu,Medium,False,False
Voltaco's Italian Foods," Italian, Deli, Vegetarian Friendly",4.5,210,Check The Website for a Menu,Medium,False,True
Stella's Restaurant," Italian, Vegetarian Friendly, Gluten Free Options",4.0,209,Check The Website for a Menu,Medium,False,True
Farrar's Bistro," Grill, Healthy, American",4.5,140,http://www.farrarsbistro.com/#kleanity-mobile-menu,Medium,False,False
Fogo de Chao Brazilian Steakhouse," Brazilian, Vegetarian Friendly, Gluten Free Options",4.5,1584,Check The Website for a Menu,Pricey,False,True
Scalini Fedeli," Italian, Vegetarian Friendly, Vegan Options",4.5,427,Check The Website for a Menu,Pricey,True,True
Razza Pizza Artigianale," Pizza, Italian, Vegetarian Friendly",4.5,157,Check The Website for a Menu,Medium,False,True
Tomato Street," American, Vegetarian Friendly, Vegan Options",4.5,348,Check The Website for a Menu,Medium,True,True
Houston's," American, Sushi, Vegetarian Friendly",4.5,647,Check The Website for a Menu,Medium,False,True
"Truluck's Seafood, Steak and Crab House"," American, Seafood, Vegetarian Friendly",4.5,792,Check The Website for a Menu,Pricey,False,True
Surf," American, Bar, Pub",4.5,43,http://surfrestaurants.com/nyc/,Medium,False,False
BLK Earth Sea Spirits," American, Seafood, Vegetarian Friendly",4.0,246,Check The Website for a Menu,Medium,False,True
Vera's Backyard Bar-B-Que,,4.5,11,Check The Website for a Menu,Cheap,False,False
Moonshine Bbq," American, Barbecue, Bar",4.0,82,Check The Website for a Menu,Medium,False,False
Villa Vittoria, Italian,4.0,100,Check The Website for a Menu,Medium,False,False
Tommy Bahama's Restaurant & Bar," American, Bar, Vegetarian Friendly",4.5,1214,Check The Website for a Menu,Medium,False,True
Bliss," American, Contemporary, Vegetarian Friendly",4.5,886,Check The Website for a Menu,Pricey,False,True
Trata," American, Bar, Asian",4.0,365,https://tratarochester.com/menus/,Medium,False,False
Ithaca Coffee Company," American, Bar, Cafe",4.5,53,Check The Website for a Menu,Cheap,False,False
Liholiho Yacht Club," Asian, Hawaiian, Vegetarian Friendly",4.5,341,https://liholihoyachtclub.com/menu-liholiho-dinner/,Medium,False,True
Bud's Seafood Grille," Bar, Seafood, American",4.0,79,Check The Website for a Menu,Medium,False,False
Bleu Door Bakery," American, Cafe, Vegetarian Friendly",4.5,135,https://bleudoorbakery.com/breakfast-menu/,Medium,False,True
The Filling Station," American, Bar, Vegetarian Friendly",4.5,112,https://fillingstationnw.com/menus/,Medium,False,True
Stuff Yer Face," American, Bar",4.0,142,Check The Website for a Menu,Cheap,False,False
Kanishka," Indian, Vegetarian Friendly, Vegan Options",4.5,185,Check The Website for a Menu,Medium,True,True
Amish Market East," Deli, Vegetarian Friendly, Vegan Options",4.5,243,Check The Website for a Menu,Medium,True,True
Lake Pavilion," Chinese, Asian, Vegetarian Friendly",4.0,63,Check The Website for a Menu,Medium,False,True
Kate's Greek & American Deli," American, Greek, Deli",4.5,79,https://www.katesgreekandamerican.com/menu,Medium,False,False
Elements," American, Vegetarian Friendly",4.0,243,Check The Website for a Menu,Pricey,False,True
Zut!," American, Vegetarian Friendly, Vegan Options",4.0,205,Check The Website for a Menu,Medium,True,True
Black Eyed Susans," American, Seafood, Vegetarian Friendly",4.5,146,http://blackeyedsusanslbi.com/menu,Pricey,False,True
Richard's Sub World and Deli," American, Deli, Vegetarian Friendly",5.0,43,http://richardssubworldanddeli.weebly.com/menu.html,Cheap,False,True
Bob's Steak & Chop House," American, Steakhouse, Gluten Free Options",4.5,396,Check The Website for a Menu,Pricey,False,False
Alex's Bar & Grille," Italian, Vegetarian Friendly, Gluten Free Options",4.5,122,Check The Website for a Menu,Medium,False,True
Applebee's," American, Bar, Pub",4.0,59,http://www.applebees.com/en/menu,Medium,False,False
Lazy Boy Saloon," American, Bar, Pub",4.0,83,Check The Website for a Menu,Medium,False,False
Saint Martin's Wine Bistro," French, European, Wine Bar",4.5,279,Check The Website for a Menu,Pricey,False,False
King of Shish Kabob," Middle Eastern, Lebanese, Mediterranean",4.5,36,Check The Website for a Menu,Cheap,False,False
Martha's Country Bakery," Bakeries, American, Cafe",4.5,368,https://marthascountrybakery.com/menu/,Medium,False,False
Little V Vietnamese Bistro," Asian, Vietnamese, Vegetarian Friendly",4.5,97,Check The Website for a Menu,Medium,False,True
BJ's Restaurant & Brewhouse," American, Bar, Deli",4.0,356,Check The Website for a Menu,Medium,False,False
Manraj Palace," Indian, Vegetarian Friendly, Vegan Options",4.5,22,Check The Website for a Menu,Medium,True,True
The Capital Grille," American, Steakhouse, Gluten Free Options",4.5,276,Check The Website for a Menu,Pricey,False,False
BJ's Restaurant & Brewhouse," American, Bar, Pub",4.0,154,Check The Website for a Menu,Medium,False,False
Bangkok Thai," Asian, Thai, Vegetarian Friendly",4.5,35,http://www.SpokaneBangkokThai.com/menus/,Medium,False,True
Westchester Burger," American, Bar, Vegetarian Friendly",4.0,180,Check The Website for a Menu,Medium,False,True
Trapper Sushi Co.," Japanese, Sushi, Asian",4.0,101,https://www.trapperssushi.com/s/Trappers-Main-REV-16668-c24521_LR-1.pdf,Medium,False,False
The Grill on the Alley," American, Gluten Free Options",4.0,320,Check The Website for a Menu,Pricey,False,False
Taqueria El Ultimo Taco," Mexican, Latin, Spanish",4.0,89,Check The Website for a Menu,Cheap,False,False
Pappasito's Cantina," Mexican, Southwestern, Vegetarian Friendly",4.0,417,Check The Website for a Menu,Medium,False,True
Curries in Everett," Indian, Vegetarian Friendly, Vegan Options",4.5,28,http://curriesineverett.com/index.php/menu/,Medium,True,True
Yard House," American, Bar, Vegetarian Friendly",4.0,82,Check The Website for a Menu,Medium,False,True
Noriega's, Spanish,4.5,111,Check The Website for a Menu,Medium,False,False
El Toreador," Mexican, Vegetarian Friendly",4.0,95,Check The Website for a Menu,Medium,False,True
Song E Napule," Italian, Pizza, Mediterranean",4.5,361,Check The Website for a Menu,Medium,False,False
We Olive & Wine Bar," Mediterranean, Wine Bar, Vegetarian Friendly",4.5,180,https://weolive.com/la-jolla/wp-content/uploads/sites/11/2018/07/LJ-Summer-Menu-July-2018.pdf,Medium,False,True
Del Frisco's Double Eagle Steakhouse," American, Steakhouse, Gluten Free Options",4.5,919,Check The Website for a Menu,Pricey,False,False
House of JuJu," American, Bar, Vegetarian Friendly",4.5,292,http://houseofjuju.com/#menu,Medium,False,True
Artisan's Brewery & Italian Grill," Italian, Bar, American",4.0,157,Check The Website for a Menu,Medium,False,False
Xochi," Mexican, Latin, Vegetarian Friendly",4.5,324,http://xochihouston.com/menus/,Medium,False,True
Burma Superstar," Asian, Burmese, Vegetarian Friendly",4.5,314,Check The Website for a Menu,Medium,False,True
Pappasito's Cantina," Mexican, Southwestern, Vegetarian Friendly",4.0,267,Check The Website for a Menu,Medium,False,True
Dillinger’s Cocktails and Kitchen," American, Bar",4.5,81,http://www.dillingersolympia.com/menu,Medium,False,False
The Original Pancake House," American, Vegetarian Friendly, Gluten Free Options",4.0,58,https://ophlive.com/menu/,Medium,False,True
Scuttlebutt's Seafood Bar & Grill," American, Seafood, Vegetarian Friendly",4.0,465,Check The Website for a Menu,Medium,False,True
Positano," Italian, Pizza, Vegetarian Friendly",4.0,93,http://www.positanorestaurant.com/menu.php,Medium,False,True
Aliotta's Via Firenze," Italian, Vegetarian Friendly, Vegan Options",4.5,116,Check The Website for a Menu,Pricey,True,True
Fuji Grill," Japanese, Sushi, Asian",4.5,129,https://www.fujigrillny.com/menu/,Medium,False,False
Graziella's," Italian, Vegetarian Friendly, Gluten Free Options",4.0,102,Check The Website for a Menu,Medium,False,True
Guido's Pasta Villa," Italian, Vegetarian Friendly",4.5,279,Check The Website for a Menu,Medium,False,True
Kelsey & Kim's Southern Cafe," American, Vegan Options, Vegetarian Friendly",4.5,663,Check The Website for a Menu,Medium,True,True
The Red Hot," American, Bar, Pub",4.5,115,http://www.redhottacoma.com/menu-food-drink/hot-dogs/,Cheap,False,False
El Paraiso Mexican Grill," Mexican, Southwestern, Vegetarian Friendly",4.0,168,Check The Website for a Menu,Medium,False,True
The Wandering Table," American, Bar, Vegetarian Friendly",4.5,184,Check The Website for a Menu,Medium,False,True
Pinthouse Pizza," Pizza, Brew Pub, Bar",4.5,211,Check The Website for a Menu,Medium,False,False
Spice King," Indian, Vegetarian Friendly, Vegan Options",4.5,43,Check The Website for a Menu,Cheap,True,True
Tournedos Steakhouse," American, Steakhouse, Gluten Free Options",4.5,180,Check The Website for a Menu,Pricey,False,False
Big Texan Steak Ranch," American, Steakhouse, Southwestern",4.0,5448,https://www.bigtexan.com/restaurant/menu/,Medium,False,False
La Costa Mariscos," Mexican, Latin, Seafood",4.5,495,https://www.lacostamariscosbakersfield.com/menu,Medium,False,False
Sanzari's New Bridge Inn," Italian, Vegetarian Friendly, Vegan Options",4.5,90,Check The Website for a Menu,Pricey,True,True
I-naba Japanese Restaurant," Japanese, Sushi, Asian",4.5,54,Check The Website for a Menu,Medium,False,False
Bobby's Burger Palace, American,4.0,55,http://bobbysburgerpalace.com/files/uploads/BBP-Menu.pdf,Medium,False,False
Panini Kabob Grill - Irvine," Mediterranean, International, Grill",4.5,90,http://paninikabobgrill.com/menu/,Medium,False,False
La Fiamma," Italian, Vegetarian Friendly",5.0,79,Check The Website for a Menu,Medium,False,True
